文件,概念,图片路径,匹配方式
1juan_tibetan_mapping.json,ཉའི་གནས་སྐབས་མཚོན་བྱེད།,切分图/40b21c3b-第一卷_226_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,གློ་སྙིང་འདོམས་རྩ།,切分图/46f33d6f-第一卷_249_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་སྨནའ༌རོའི༌ཡལ༌ག,切分图/47f6be04-第一卷_186_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མིག་རྩ་སོགས།,切分图/481f9c40-第一卷_381_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་ཟས་ཀྱི་ཡལ་ག,切分图/4a91523a-第一卷_168_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ལྕེའི་རྩ།,切分图/4b694742-第一卷_320_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྙིང་ལ་རྒྱུ་བའི་ལོ་མ།,切分图/4bafe206-第一卷_132_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པ་སེལ་བ་ཕྱེ་མའི་ཡལ་ག,切分图/4ce68d4d-第一卷_199_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླན་ཅན་སྣུམ་པ་བད་ཀན་ཡུལ་གྱི་ལོ་མ།,切分图/5871b6e5-第一卷_138_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་ནད་དབྱར་དུས་དང་དགོང་དང་ཐོ་རངས་ལྡང་བའི་ལོ་མ།,切分图/5871b6e5-第一卷_138_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚེས་བརྒྱད་ལ་སོར་ཚིགས་གཉིས་པར་ཨཱར།,切分图/5aac5efc-第一卷_370_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཤ་ལ་རྒྱས་པའི་ལོ་མ།,切分图/5c99885c-第一卷_127_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བྱང་ཆུབ་ཀྱི་སེམས་སྙིང་གར་འབབ་པ།,切分图/5db84b6f-第一卷_366_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པ་སེལ་བ་ཐང་གི་ཡལ་ག,切分图/6317c04e-第一卷_197_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཐོང༌བྱེད༌མིག༌རྩ།,切分图/64670648-第一卷_239_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་རྩའི་ཡལ་ག,切分图/65660d1c-第一卷_152_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚེས་ཉེར་བརྒྱད་ལ་སོར་ཚིགས་གསུམ་པར་རཱྀ།,切分图/6b5f22bd-第一卷_377_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚེས་ཉེར་དགུ་ལ་སོར་ཚིགས་གཉིས་པར་ཨཱི།,切分图/6b5f22bd-第一卷_377_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,གཉིས་པ། འབྲེལ་བ་རྩ་ཡི་གནས་ལུགས། ༤,切分图/6ba397d0-第一卷_365_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཡན་ལག་གི་ཚིགས་ཆེན་རྣམ་པ་བཅུ་གཉིས།,切分图/6d10b342-第一卷_297_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རྐང་པའི་ཚིགས་ཆེན།,切分图/6d10b342-第一卷_297_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ལྕེའི༌ཡལ༌ག,切分图/73354bde-第一卷_149_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚ་བ་ལ་འདས་ཀྱི་ལོ་མ།,切分图/759bddde-第一卷_141_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚེས་ཉེར་གཉིས་ལ་སོར་ཚིགས་གསུམ་པར་ཨཽ,切分图/809ce37d-第一卷_375_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚེས་ཉེར་གསུམ་ལ་ཚིགས་པ་གཉིས་པར་ཨཱར།,切分图/809ce37d-第一卷_375_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པ་མ་ཞི་བར་རླུང་ལྡོག་པའི་ལོ་མ།,切分图/81c85898-第一卷_144_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་མ་ཞི་བར་རླུང་ལྡོག་པའི་ལོ་མ།,切分图/81c85898-第一卷_144_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་མ་ཞི་བར་མཁྲིས་པ་ལྡོག་པའི་ལོ་མ།,切分图/81c85898-第一卷_144_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རྐང་པའི་ཉྭ་སྙིང་གཉིས།,切分图/82e74a1c-第一卷_404_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྦྲུལ་མིག,切分图/85eb105c-第一卷_246_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་སྨན་གྱི་ནུས་པའི་ཡལ་ག,切分图/87202f15-第一卷_192_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བདུན་ཕྲག་བདུན་པར་མིག་དབང་དོད་ཚུལ།,切分图/88043ecc-第一卷_225_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རུས་པར་རྒྱུ་བའི་ལོ་མ།,切分图/8851114c-第一卷_131_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་ལྕེའི་ལོ་མ།,切分图/885b514b-第一卷_150_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་ལྕེའི་ལོ་མ།,切分图/885b514b-第一卷_150_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་ལྕེའི་ལོ་མ།,切分图/885b514b-第一卷_150_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་དཔྱིད་དུས་སྲོད་དང་སྔ་དྲོ་ལྡང་བའི་ལོ་མ།,切分图/8a927471-第一卷_139_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་གི་ཆུའི་ལོ་མ།,切分图/8d4fbf68-第一卷_151_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པའི་ཆུའི་ལོ་མ།,切分图/8d4fbf68-第一卷_151_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རུས་པའི་ལོ་མ།,切分图/8dbc6d18-第一卷_120_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པ་དཔྱད་ཀྱི་ཡལ་ག,切分图/909ecd29-第一卷_209_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཁུ་ཁྲག་བད་རླུང་གི་སྐྱོན་ཅན།,切分图/91de36b1-第一卷_215_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྒྲོག་རུས་གཉིས།,切分图/969d9f7f-第一卷_275_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྙིང་རྩ་མིག་དམར།,切分图/9e3cc44f-第一卷_252_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པའི་ཟས་ཀྱི་ཡལ་ག,切分图/9fb73d35-第一卷_174_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,གཉིས་པ། ནང་དོན་སྣོད་འདྲ་བའི་དཔེ།,切分图/9fc286c9-第一卷_278_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,གློ་སྙིང་འདོམས་རྩ་སོགས།,切分图/a0c46b2a-第一卷_383_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་རྩའི་ཡལ་ག,切分图/a60ea8e5-第一卷_154_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་རྩའི་ལོ་མ།,切分图/a60ea8e5-第一卷_154_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚེས་དགུ་ལ་ཚིགས་པ་གསུམ་པར་ཨོ།,切分图/a8f6432c-第一卷_371_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བྱིས་པ་བད་ཀན་གྱི་མིའི་ལོ་མ།,切分图/aa7dcf8b-第一卷_137_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ངད་ཅན་གྲང་བ་རླུང་གི་ཡུལ་གྱི་ལོ་མ།,切分图/aa7dcf8b-第一卷_137_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྐམ་ས་ཚ་གདུང་མཁྲིས་པའི་ཡུལ་གྱི་ལོ་མ།,切分图/aa7dcf8b-第一卷_137_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པ་བར་གནས་ཀྱི་ལོ་མ།,切分图/aacd9d03-第一卷_130_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་སྨད་གནས་ཀྱི་ལོ་མ།,切分图/aacd9d03-第一卷_130_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཁུ་ཁྲག་རླུང་མཁྲིས་ཀྱི་སྐྱོན་ཅན།,切分图/ace98b7e-第一卷_216_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྒལ་ཚིགས་ཀྱི་རུས་དུམ།,切分图/af034459-第一卷_305_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཚིགས་ཕྲན་ཉིས་བརྒྱ་དང་བཅུ།,切分图/af034459-第一卷_305_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཕྲག་པའི་ཚིགས་ཕྲན་གཉིས།,切分图/af034459-第一卷_305_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,དོན་སྣོད་ཀྱི་ཤ་རྩ་ལས་གློ་ལོང་གི་ཤ་རྩ་སོགས།,切分图/b1860723-第一卷_339_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ལྕེ་རྩ་ར་མ་ལུག,切分图/b228925f-第一卷_241_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་སློང་རྐྱེན་ན་ལུགས་གོམས་པ་སོགས་དྲི་བའི་ཡལ་ག,切分图/b27736f8-第一卷_161_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ལག་པའི་ཚིགས་ཕྲན།,切分图/b31c8547-第一卷_299_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རྐང་པའི་ཚིགས་ཕྲན།,切分图/b31c8547-第一卷_299_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༧  རླུང་ལས་དབུགས་སོགས་བསྐྱེད་ཚུལ།,切分图/b6809809-第一卷_221_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༨ མཁའ༌ལས་བུ༌ག༌རྣ་བ༌སྒྲ་བསྐྱེད་ཚུལ།,切分图/b6809809-第一卷_221_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,སྣ༌ལྕེ་ལ༌རྒྱུ༌བའི༌ལོ༌མ།,切分图/c18ba011-第一卷_135_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཕོ་བ་ལྒང་པར་རྒྱུ་བའི་ལོ་མ།,切分图/c18ba011-第一卷_135_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང་འཇམ་རྩིའི་ཡལ་ག,切分图/d032ff5d-第一卷_203_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ལྕེ་རྩ་གཉིས།,切分图/d2b806e7-第一卷_324_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པ་དང་རྒྱུ་མ་ལ་རྒྱུ་བའི་ལོ་མ།,切分图/d377a312-第一卷_134_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,དོན་སྣོད་ནང་འབྲེལ་སྦས་པའི་རྩ་ཆེན་བརྒྱད་ལས།     སྙིང་གི་རྩ་ནི་སྒལ་ཚིགས་ཉེར་བརྒྱད་ཀྱི་འགྲམ་བརྒྱུད་སྣ་རྩེ་ནས་མཚན་མའི་བར་སྲོག་རྩ་ནག་པོ་ཐང་ཤིང་བསླངས་པ་ལྟར་གནས་ཡོད།,切分图/d3a88bb5-第一卷_334_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རྩ་རུ་རྒྱུ་བའི་ལོ་མ།,切分图/d4555a40-第一卷_128_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རུས་ལ་ཞེན་པའི་ལོ་མ།,切分图/d4555a40-第一卷_128_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་སེལ་བ་ཏྲེས་སམ་གྱི་ཡལ་ག,切分图/d814d969-第一卷_201_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད་ཀན་གྱི་སྨན་རོའི་ཡལ་ག,切分图/d85c47b7-第一卷_191_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས་པའི་སྤྱོད་ལམ་གྱི་ཡལ་ག,切分图/dae0cb56-第一卷_183_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཐོད་པའི་རུས་པ།,切分图/db63afc8-第一卷_276_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,མཁྲིས༌པ༌ཞེ༌ནས་རླུང་དུ༌ལྡོག༌པའི༌ལོ༌མ།,切分图/dcbf8eef-第一卷_146_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༡་༡ རླུང་གི་རྩ་བཞི།,切分图/dee44d5f-第一卷_389_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༡་༢ མཁྲིས་པའི་རྩ་བཞི།,切分图/dee44d5f-第一卷_389_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༢་༤ མཁྲིས་པ་གཤའ་རིངས་སོགས།,切分图/e058dc8b-第一卷_384_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,.རུས་སྤལ་གྱི་གནས༌སྐབས་མཚོན་བྱེད།,切分图/e47474d1-第一卷_229_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ཆུ་ལས་ཁྲག་དང་ལྕེ་རོ་བརླན་པ་བསྐྱེད་ཚུལ།,切分图/e4ca06a0-第一卷_220_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང༌ཞི༌ནས༌བད༌ཀན་ལྡོག༌པའི༌ལོ༌མ།,切分图/e6bbf438-第一卷_145_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བད༌ཀན༌ཞི༌ནས༌རླུང་དུ༌ལྡོག༌པའི༌ལོ་མ།,切分图/e6bbf438-第一卷_145_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རླུང༌ཞི༌ནས༌མཁྲིས༌པར༌ལྡོག༌པའི༌ལོ༌མ།,切分图/e6bbf438-第一卷_145_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བདུན་ཕྲག་ཉི་ཤུ་རྩ་བཞི་པར་དོན་སྣོད་སྨིན་ཚུལ།,切分图/e896fc6c-第一卷_231_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,བདུན་ཕྲག་རྩ་ལྔ་པར་རླུང་གི་རྒྱུ་ཚུལ།,切分图/e896fc6c-第一卷_231_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,རྒས་པའི་རླུང་མིའི་ལོ་མ།,切分图/e9301d8b-第一卷_136_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,དར་མ་མཁྲིས་པའི་མིའི་ལོ་མ།,切分图/e9301d8b-第一卷_136_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,ལྒང་པའི་རྩ་གསུམ།,切分图/e9388c6f-第一卷_329_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༡་༡རླུང་རྩའི་ལོ་མ།,切分图/eaa30a3a-第一卷_153_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,·༢ རླུང་སྐོམ་གྱི་ཡལ་ག,切分图/ec950188-第一卷_172_group2/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,·༡·༤ ལྕེ་རྩ,切分图/ed35d787-第一卷_382_group1/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,དཔྱི་རྐེད་རུས་ཚིགས་ན་བའི་ལོ་མ,切分图/ef59950f-第一卷_156_group3/entity1_曼唐图像.jpg,contains
1juan_tibetan_mapping.json,་༨་༡ རླུང་མ་ཞི་བར་བད་ཀན་དུ་ལྡོག་པའི་ལོ་མ།,切分图/efeefd30-第一卷_143_group1/entity1_曼唐图像.jpg,contains
